tel_nev;megy_nev;oevk_nev;oevkcenter;oevk_num;oevk_str;shape_leng;shape_area
Pusztaszer;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Sándorfalva;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Szatymaz;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Szegvár;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Szentes;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Tömörkény;Csongrád megye;Csongrád megye 3. számú egyéni választókerület;Szentes;3;3;253630.48;1781500633.79
Algyő;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Ambrózfalva;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Apátfalva;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Csanádalberti;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Csanádpalota;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Földeák;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Hódmezővásárhely;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Királyhegyes;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Kiszombor;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Kövegy;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Magyarcsanád;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Makó;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Maroslele;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Mártély;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Nagyér;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Nagylak;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Óföldeák;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Pitvaros;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Székkutas;Csongrád megye;Csongrád megye 4. számú egyéni választókerület;Hódmez?vásárhely;4;4;226575.24;1412615266.57
Székesfehérvár;Fejér megye;Fejér megye 1. számú egyéni választókerület;Székesfehérvár;1;1;60696.34;100931133.74
Bakonycsernye;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Bakonykúti;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Balinka;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Bodajk;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Csákberény;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Csókakő;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Csór;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Fehérvárcsurgó;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Füle;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Iszkaszentgyörgy;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Isztimér;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Jenő;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Kincsesbánya;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Kőszárhegy;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Magyaralmás;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Moha;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Mór;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Nádasdladány;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Nagyveleg;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Polgárdi;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Pusztavám;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Sárkeresztes;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Sárkeszi;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Sárpentele;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Sárszentmihály;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Söréd;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Szabadbattyán;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Úrhida;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Zámoly;Fejér megye;Fejér megye 2. számú egyéni választókerület;Székesfehérvár;2;2;188213.17;882699117.23
Alcsútdoboz;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Baracska;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Beloiannisz;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Besnyő;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Bicske;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Bodmér;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Csabdi;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Csákvár;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Etyek;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Felcsút;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Gánt;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Gárdony;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Gyúró;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Kajászó;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Kápolnásnyék;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Lovasberény;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Mány;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Martonvásár;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Nadap;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Óbarok;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Pákozd;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Pátka;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Pázmánd;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Ráckeresztúr;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Sukoró;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Szár;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Tabajd;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Tordas;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Újbarok;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Vál;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Velence;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Vereb;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Vértesacsa;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Vértesboglár;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Zichyújfalu;Fejér megye;Fejér megye 3. számú egyéni választókerület;Bicske;3;3;219689.81;1205529615.78
Adony;Fejér megye;Fejér megye 4. számú egyéni választókerület;Dunaújváros;4;4;151596.27;431334085.99
Dunaújváros;Fejér megye;Fejér megye 4. számú egyéni választókerület;Dunaújváros;4;4;151596.27;431334085.99
Ercsi;Fejér megye;Fejér megye 4. számú egyéni választókerület;Dunaújváros;4;4;151596.27;431334085.99
Iváncsa;Fejér megye;Fejér megye 4. számú egyéni választókerület;Dunaújváros;4;4;151596.27;431334085.99
Kulcs;Fejér megye;Fejér megye 4. számú egyéni választókerület;Dunaújváros;4;4;151596.27;431334085.99
Nagyvenyim;Fejér megye;Fejér megye 4. számú egyéni választókerület;Dunaújváros;4;4;151596.27;431334085.99
Perkáta;Fejér megye;Fejér megye 4. számú egyéni választókerület;Dunaújváros;4;4;151596.27;431334085.99
Pusztaszabolcs;Fejér megye;Fejér megye 4. számú egyéni választókerület;Dunaújváros;4;4;151596.27;431334085.99
Rácalmás;Fejér megye;Fejér megye 4. számú egyéni választókerület;Dunaújváros;4;4;151596.27;431334085.99
Aba;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Alap;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Alsószentiván;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Baracs;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Cece;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Csősz;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Daruszentmiklós;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Dég;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Előszállás;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Enying;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Hantos;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Igar;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Káloz;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Kisapostag;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Kisláng;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Lajoskomárom;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Lepsény;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Mátyásdomb;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Mezőfalva;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Mezőkomárom;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Mezőszentgyörgy;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Mezőszilas;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Nagykarácsony;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Nagylók;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Sárbogárd;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Sáregres;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Sárkeresztúr;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Sárosd;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Sárszentágota;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Seregélyes;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Soponya;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Szabadegyháza;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Szabadhídvég;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Tác;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Vajta;Fejér megye;Fejér megye 5. számú egyéni választókerület;Sárbogárd;5;5;261753.76;1737547515.9
Győr;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 1. számú egyéni választókerület;Gy?r;1;1;68903.8;145360832.28
Kisbajcs;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 1. számú egyéni választókerület;Gy?r;1;1;68903.8;145360832.28
Nagybajcs;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 1. számú egyéni választókerület;Gy?r;1;1;68903.8;145360832.28
Vének;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 1. számú egyéni választókerület;Gy?r;1;1;68903.8;145360832.28
Bakonygyirót;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Bakonypéterd;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Bakonyszentlászló;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Bőny;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Écs;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Felpéc;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Fenyőfő;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Gönyű;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Gyömöre;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Győrasszonyfa;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Győrság;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Győrújbarát;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Kajárpéc;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Lázi;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Mezőörs;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Nagyszentjános;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Nyalka;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Nyúl;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Pannonhalma;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Pázmándfalu;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Pér;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
Ravazd;Gy?r-Moson-Sopron megye;Gy?r-Moson-Sopron megye 2. számú egyéni választókerület;Gy?r;2;2;231538.28;781470912.96
